"urn:cite:fufolioimg:wexler.66","Ballet dancer - hair and makeup sketch. Pencil on brown paper. 16 1/4'  H x 10'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.67","Bull jumpers and male ballet dancers - hair and makeup sketch. Pencil and white acrylic on brown paper. 17 3/4'  H x 26'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.68","Dido - hair and makeup sketch. Pencil, watercolor, and white acrylic on brown paper. 15 3/4'  H x 11 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.69","Andromache - hair and makeup sketch. Pencil and white acrylic on brown paper. 17 1/4'  H x 7 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.70","Dido and Anna - hair and makeup sketch. Pencil and white acrylic on brown paper. 15 3/4'  H x 16 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.71","Anna - hair and makeup sketch. Pencil and white acrylic on brown paper. ??","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.72","Cassandra - hair and makeup sketch. Pencil and white acrylic on brown paper. 16 1/4'  H x 13 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.73","Andromache - hair and makeup sketch. Pencil and white acrylic on brown paper. 16'  H x 11 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.74","Iopas - hair and makeup sketch. Pencil and white acrylic on brown paper. 15 1/2'  H x 10 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.75","Ascanius - hair and makeup sketch. Pencil and white acrylic on brown paper. 15 1/2'  H x 12 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.76","Coroebus - hair and makeup sketch. Pencil and white acrylic on brown paper. 16'  H x 11'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.77","Ballet dancers - costume sketch. Pencil and white acrylic on brown paper. 15'  H x 11 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.78","Costume sketch. Pen on brown paper. 34'  H x 22'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.79","Cassandra - rough costume sketch. Pen on white paper. 5'  H x 3'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.80","Costume sketch. Pencil on brown paper. 16 1/2'  H x 11 3/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.81","Dido - costume sketch. Pencil on brown paper. 20 1/2'  H x 13'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.82","Cassandra - costume sketch. Pencil on brown paper. 34 3/4'  H x 20 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.83","Cassandra - costume sketch. Pencil on brown paper. 34 1/4'  H x 20 3/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.84","Dido' s cloak - costume sketch. Pencil on brown paper. 28 1/4'  H x 18'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.85","Ballet dancer - costume sketch. Pencil on brown paper. 30 3/4'  H x 20 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.86","Cassandra - costume sketch. Pencil on brown paper. 14 1/4'  H x 14 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.87","Cassandra - costume sketch. Pencil and white acrylic on brown paper. 13'  H x 12'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.88","Andromache - costume sketch. Pencil on brown paper. 15 1/2'  H x 11'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.89","Iopas - costume sketch. Pencil on brown paper. 14'  H x 12 3/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.90","Anna - costume sketch. Pencil on brown paper. 14'  H x 11'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.91","Dido - costume sketch. Pencil on brown paper. 14 1/4'  H x 10 3/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.92","Ballet dancer - costume sketch. Pencil on brown paper. ??","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.93","Ballet dancer - costume sketch. Ballet dancer from Part I of the opera. Pencil and watercolor on brown paper. 18 1/2'  H x 10 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.94","Ballet dancer - costume sketch. Pencil on brown paper. 12 1/4'  H x 11 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.95","Ballet dancer - costume sketch. Pencil on brown paper. 19 1/2'  H x 14 3/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.96","Ballet dancer - costume sketch. Pencil on brown paper. 18'  H x 12 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.97","Ballet dancer - costume sketch. Ballet dancer from Part II of the opera. Pencil and white acrylic on brown paper. 18 1/2'  H x 11 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.98","Ballet dancers - costume sketch. Pencil and acrylic on brown paper. 19'  H x 11 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.99","Ascanius - costume sketch. Pencil on brown paper. 14 3/4'  H x 11 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.100","Aeneas - costume sketch. Pencil on brown paper. 14'  H x 12'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.101","Coroebus - costume sketch. Pencil on brown paper. 13 1/2'  H x 10 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.102","Costume sketch. Pencil and white acrylic on brown paper. 19 1/2'  H x 28'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.103","Costume sketch. Pencil and acrylic on brown paper. 18 3/4'  H x 28'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.104","Costume sketch. Pencil and white acrylic on brown paper. 22 1/4'  H x 9'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.105","Soldiers of Iarbus - costume sketch. Pencil and acrylic on brown paper. 19 1/4'  H x 28'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.106","Aeneas and attendants dancers - costume sketch. These costume design sketches are for the ballet dancers portraying Aeneas and his attendants. Pencil, watercolor and acrylic on brown paper. 20'  H x 28 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.107","Anna, Dido, and attendants dancers - costume sketch. These costume design sketches are for the ballet dancers portraying Anna, Dido, and Dido' s attendants. Pencil and watercolor on brown paper. 20'  H x 28'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.108","Ballet dancers (builders) - costume sketch. Pencil, water color and white acrylic on brown paper. 18 1/2'  H x 23 3/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.109","Ballet dancers (farmers) - costume sketches. Pencil and white acrylic on brown paper. 12'  H x 20 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.110","Trojan children - costume sketch. Pencil, water color, and white acrylic on brown paper. 18 1/2'  H x 28'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.111","Aeneas and Dido dancers - costume sketch. Pencil and water color on brown paper. 20'  H x 28 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.112","Farmers, soldiers, and sailors - costume sketch. Pencil, water color, and white acrylic on brown paper. 18 1/2'  H x 28 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.113","Aeneas - costume sketch. Costume sketches of Aeneas in Troy, in disguise, and in Carthage. Pencil, water color, and white acrylic on brown paper. 19'  H x 28 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.114","Musician - costume sketch. Pencil, water color, and white acrylic on brown paper. 28'  H x 17 3/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.115","Costume sketch. Pencil and watercolor on brown paper. 22 1/4'  H x 29 1/2'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.116","Nubian slaves - costume sketch. Pencil, watercolor, and white acrylic on brown paper. 28 1/2'  H x 18 3/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.117","Bull jumpers - costume sketch. 28 3/4'  H x 19 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.118","Slaves in Dido' s court - costume sketch. Pencil, water color, and white acrylic on brown paper. 29'  H x 19 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.119","Bull jumpers - costume sketch. Pencil, water color, and white acrylic on brown paper. 15'  H x 11 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.120","Bull jumpers - costume sketch. Pencil, water color, and white acrylic on brown paper. 28 1/2'  H x 19 1/4'  W","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
"urn:cite:fufolioimg:wexler.121","Bull - costume sketch. Pencil, watercolor, and white acrylic on brown paper. ","This item is licensed under the Creative Commons Attribution Non-Commercial Share Alike License 4.0. This license allows users to download, print, and create derivatives of this item for personal, educational, research, archival, and non-commercial use as defined by U.S. Copyright Law. Please credit 'Peter Wexler Digital Museum at Furman University. Copyright Peter Wexler.' Commercial use is prohibited without written permission."
